"REF_DATE","GEO","DGUID","Supply and disposition","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-07","Alberta","2016A000248","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638575","10.6.2","4132.4","","","","1"
"2020-07","Alberta","2016A000248","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638576","10.7.1","97908.0","","","","1"
"2020-07","Alberta","2016A000248","Exports","Gigajoules","Gigajoules","143","thousands","3","v107638577","10.7.2","3970.2","","","","1"
"2020-07","Alberta","2016A000248","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107638578","10.8.1","12342194.9","","","","1"
"2020-07","Alberta","2016A000248","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107638579","10.8.2","492283.9","","","","1"
"2020-07","Alberta","2016A000248","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638580","10.9.1","13424849.5","","","","1"
"2020-07","Alberta","2016A000248","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107638581","10.9.2","535752.2","","","","1"
"2020-07","Alberta","2016A000248","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107638582","10.10.1","1082654.6","","","","1"
"2020-07","Alberta","2016A000248","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107638583","10.10.2","43468.3","","","","1"
"2020-07","British Columbia","2016A000259","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638584","11.1.1","4954049.0","","","","1"
"2020-07","British Columbia","2016A000259","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638585","11.1.2","195338.2","","","","1"
"2020-07","British Columbia","2016A000259","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638586","11.2.1","3831094.0","","","","1"
"2020-07","British Columbia","2016A000259","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638587","11.2.2","156617.9","","","","1"
"2020-07","British Columbia","2016A000259","Imports","Cubic metres","Cubic metres","72","thousands","3","v107638588","11.3.1","76.0","","","","1"
"2020-07","British Columbia","2016A000259","Imports","Gigajoules","Gigajoules","143","thousands","3","v107638589","11.3.2","3.1","","","","1"
"2020-07","British Columbia","2016A000259","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638590","11.4.1","66207.0","","","","1"
"2020-07","British Columbia","2016A000259","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v107638591","11.4.2","2689.9","","","","1"
"2020-07","British Columbia","2016A000259","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638592","11.5.1","348989.0","","","","1"
"2020-07","British Columbia","2016A000259","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638593","11.5.2","14251.4","","","","1"
"2020-07","British Columbia","2016A000259","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638594","11.6.1","48546.0","","","","1"
"2020-07","British Columbia","2016A000259","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638595","11.6.2","1972.4","","","","1"
"2020-07","British Columbia","2016A000259","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638596","11.7.1","2467122.0","","","","1"
"2020-07","British Columbia","2016A000259","Exports","Gigajoules","Gigajoules","143","thousands","3","v107638597","11.7.2","96470.0","","","","1"
"2020-07","British Columbia","2016A000259","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107638598","11.8.1","1230449.6","","","","1"
"2020-07","British Columbia","2016A000259","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107638599","11.8.2","50497.7","","","","1"
"2020-07","British Columbia","2016A000259","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638600","11.9.1","1417306.7","","","","1"
"2020-07","British Columbia","2016A000259","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107638601","11.9.2","58166.3","","","","1"
"2020-07","British Columbia","2016A000259","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107638602","11.10.1","186857.1","","","","1"
"2020-07","British Columbia","2016A000259","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107638603","11.10.2","7668.6","","","","1"
"2020-07","Northwest Territories","2016A000261","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638604","12.1.1","","x","","","1"
"2020-07","Northwest Territories","2016A000261","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638605","12.1.2","","x","","","1"
"2020-07","Northwest Territories","2016A000261","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638606","12.2.1","5851.4","","","","1"
"2020-07","Northwest Territories","2016A000261","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638607","12.2.2","230.7","","","","1"
"2020-07","Northwest Territories","2016A000261","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v1431528921","12.4.1","28.0","","","","1"
"2020-07","Northwest Territories","2016A000261","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v1431528923","12.4.2","1.1","","","","1"
"2020-07","Northwest Territories","2016A000261","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638608","12.5.1","5811.4","","","","1"
"2020-07","Northwest Territories","2016A000261","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638609","12.5.2","229.1","","","","1"
"2020-07","Northwest Territories","2016A000261","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v1431528922","12.6.1","12.0","","","","1"
"2020-07","Northwest Territories","2016A000261","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v1431528924","12.6.2","0.5","","","","1"
"2020-07","Yukon","2016A000260","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638610","13.1.1","","x","","","1"
"2020-07","Yukon","2016A000260","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638611","13.1.2","","x","","","1"
"2020-07","Yukon","2016A000260","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638612","13.2.1","0.0","","","","1"
"2020-07","Yukon","2016A000260","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638613","13.2.2","0.0","","","","1"
"2020-08","Canada","2016A000011124","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638454","1.1.1","15998611.0","","","","1"
"2020-08","Canada","2016A000011124","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638455","1.1.2","631298.0","","","","1"
"2020-08","Canada","2016A000011124","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638456","1.2.1","13535882.9","","","","1"
"2020-08","Canada","2016A000011124","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638457","1.2.2","550392.9","","","","1"
"2020-08","Canada","2016A000011124","Imports","Cubic metres","Cubic metres","72","thousands","3","v107638458","1.3.1","1772665.0","","","","1"
"2020-08","Canada","2016A000011124","Imports","Gigajoules","Gigajoules","143","thousands","3","v107638459","1.3.2","69078.0","","","","1"
"2020-08","Canada","2016A000011124","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638460","1.4.1","364413.0","","","","1"
"2020-08","Canada","2016A000011124","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v107638461","1.4.2","14368.4","","","","1"
"2020-08","Canada","2016A000011124","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638462","1.5.1","5925713.9","","","","1"
"2020-08","Canada","2016A000011124","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638463","1.5.2","236648.2","","","","1"
"2020-08","Canada","2016A000011124","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638464","1.6.1","394099.0","","","","1"
"2020-08","Canada","2016A000011124","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638465","1.6.2","15451.4","","","","1"
"2020-08","Canada","2016A000011124","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638466","1.7.1","5627466.0","","","","1"
"2020-08","Canada","2016A000011124","Exports","Gigajoules","Gigajoules","143","thousands","3","v107638467","1.7.2","224436.3","","","","1"
"2020-08","Canada","2016A000011124","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107638468","1.8.1","23450179.6","","","","1"
"2020-08","Canada","2016A000011124","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107638469","1.8.2","924778.3","","","","1"
"2020-08","Canada","2016A000011124","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638470","1.9.1","25409562.2","","","","1"
"2020-08","Canada","2016A000011124","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107638471","1.9.2","1002829.8","","","","1"
"2020-08","Canada","2016A000011124","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107638472","1.10.1","1959382.6","","","","1"
"2020-08","Canada","2016A000011124","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107638473","1.10.2","78051.5","","","","1"
"2020-08","Newfoundland and Labrador","2016A000210","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638474","2.1.1","","x","","","1"
"2020-08","Newfoundland and Labrador","2016A000210","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638475","2.1.2","","x","","","1"
"2020-08","Nova Scotia","2016A000212","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638476","4.1.1","0.0","","","","1"
"2020-08","Nova Scotia","2016A000212","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638477","4.1.2","0.0","","","","1"
"2020-08","Nova Scotia","2016A000212","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638478","4.2.1","0.0","","","","1"
"2020-08","Nova Scotia","2016A000212","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638479","4.2.2","0.0","","","","1"
"2020-08","Nova Scotia","2016A000212","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638480","4.4.1","154.0","","","","1"
"2020-08","Nova Scotia","2016A000212","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v107638481","4.4.2","6.0","","","","1"
"2020-08","Nova Scotia","2016A000212","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638482","4.5.1","49112.0","","","","1"
"2020-08","Nova Scotia","2016A000212","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638483","4.5.2","1892.7","","","","1"
"2020-08","Nova Scotia","2016A000212","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638484","4.6.1","6342.0","","","","1"
"2020-08","Nova Scotia","2016A000212","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638485","4.6.2","244.4","","","","1"
"2020-08","New Brunswick","2016A000213","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638486","5.1.1","0.0","","","","1"
"2020-08","New Brunswick","2016A000213","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638487","5.1.2","0.0","","","","1"
"2020-08","New Brunswick","2016A000213","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638488","5.2.1","0.0","","","","1"
"2020-08","New Brunswick","2016A000213","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638489","5.2.2","0.0","","","","1"
"2020-08","New Brunswick","2016A000213","Imports","Cubic metres","Cubic metres","72","thousands","3","v107638490","5.3.1","140272.0","","","","1"
"2020-08","New Brunswick","2016A000213","Imports","Gigajoules","Gigajoules","143","thousands","3","v107638491","5.3.2","5406.1","","","","1"
"2020-08","New Brunswick","2016A000213","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638492","5.4.1","293.0","","","","1"
"2020-08","New Brunswick","2016A000213","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v107638493","5.4.2","11.3","","","","1"
"2020-08","New Brunswick","2016A000213","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638494","5.5.1","36650.0","","","","1"
"2020-08","New Brunswick","2016A000213","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638495","5.5.2","1413.0","","","","1"
"2020-08","New Brunswick","2016A000213","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638496","5.6.1","1698.0","","","","1"
"2020-08","New Brunswick","2016A000213","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638497","5.6.2","65.7","","","","1"
"2020-08","New Brunswick","2016A000213","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638498","5.7.1","47374.0","","","","1"
"2020-08","New Brunswick","2016A000213","Exports","Gigajoules","Gigajoules","143","thousands","3","v107638499","5.7.2","1814.4","","","","1"
"2020-08","Quebec","2016A000224","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638500","6.1.1","7654.0","","","","1"
"2020-08","Quebec","2016A000224","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638501","6.1.2","294.8","","","","1"
"2020-08","Quebec","2016A000224","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638502","6.2.1","7654.0","","","","1"
"2020-08","Quebec","2016A000224","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638503","6.2.2","294.8","","","","1"
"2020-08","Quebec","2016A000224","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638504","6.4.1","12251.0","","","","1"
"2020-08","Quebec","2016A000224","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v107638505","6.4.2","464.8","","","","1"
"2020-08","Quebec","2016A000224","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638506","6.5.1","251035.0","","","","1"
"2020-08","Quebec","2016A000224","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638507","6.5.2","9513.6","","","","1"
"2020-08","Quebec","2016A000224","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638508","6.6.1","46527.0","","","","1"
"2020-08","Quebec","2016A000224","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638509","6.6.2","1763.7","","","","1"
"2020-08","Quebec","2016A000224","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638510","6.7.1","264885.0","","","","1"
"2020-08","Quebec","2016A000224","Exports","Gigajoules","Gigajoules","143","thousands","3","v107638511","6.7.2","10203.8","","","","1"
"2020-08","Quebec","2016A000224","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107638512","6.8.1","389977.6","","","","1"
"2020-08","Quebec","2016A000224","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107638513","6.8.2","15060.9","","","","1"
"2020-08","Quebec","2016A000224","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638514","6.9.1","405938.7","","","","1"
"2020-08","Quebec","2016A000224","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107638515","6.9.2","15677.4","","","","1"
"2020-08","Quebec","2016A000224","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107638516","6.10.1","15961.1","","","","1"
"2020-08","Quebec","2016A000224","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107638517","6.10.2","616.4","","","","1"
"2020-08","Ontario","2016A000235","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638518","7.1.1","6449.6","","","","1"
"2020-08","Ontario","2016A000235","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638519","7.1.2","254.5","","","","1"
"2020-08","Ontario","2016A000235","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638520","7.2.1","6526.0","","","","1"
"2020-08","Ontario","2016A000235","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638521","7.2.2","254.5","","","","1"
"2020-08","Ontario","2016A000235","Imports","Cubic metres","Cubic metres","72","thousands","3","v107638522","7.3.1","1631881.0","","","","1"
"2020-08","Ontario","2016A000235","Imports","Gigajoules","Gigajoules","143","thousands","3","v107638523","7.3.2","63651.0","","","","1"
"2020-08","Ontario","2016A000235","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638524","7.4.1","178952.0","","","","1"
"2020-08","Ontario","2016A000235","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v107638525","7.4.2","7009.3","","","","1"
"2020-08","Ontario","2016A000235","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638526","7.5.1","876701.0","","","","1"
"2020-08","Ontario","2016A000235","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638527","7.5.2","34346.7","","","","1"
"2020-08","Ontario","2016A000235","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638528","7.6.1","184427.0","","","","1"
"2020-08","Ontario","2016A000235","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638529","7.6.2","7223.6","","","","1"
"2020-08","Ontario","2016A000235","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638530","7.7.1","336453.0","","","","1"
"2020-08","Ontario","2016A000235","Exports","Gigajoules","Gigajoules","143","thousands","3","v107638531","7.7.2","13018.4","","","","1"
"2020-08","Ontario","2016A000235","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107638532","7.8.1","7448123.8","","","","1"
"2020-08","Ontario","2016A000235","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107638533","7.8.2","286156.9","","","","1"
"2020-08","Ontario","2016A000235","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638534","7.9.1","8026134.1","","","","1"
"2020-08","Ontario","2016A000235","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107638535","7.9.2","308845.6","","","","1"
"2020-08","Ontario","2016A000235","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107638536","7.10.1","578010.4","","","","1"
"2020-08","Ontario","2016A000235","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107638537","7.10.2","22688.7","","","","1"
"2020-08","Manitoba","2016A000246","Imports","Cubic metres","Cubic metres","72","thousands","3","v107638538","8.3.1","2.0","","","","1"
"2020-08","Manitoba","2016A000246","Imports","Gigajoules","Gigajoules","143","thousands","3","v107638539","8.3.2","0.1","","","","1"
"2020-08","Manitoba","2016A000246","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638540","8.4.1","8731.0","","","","1"
"2020-08","Manitoba","2016A000246","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v107638541","8.4.2","336.9","","","","1"
"2020-08","Manitoba","2016A000246","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638542","8.5.1","47041.0","","","","1"
"2020-08","Manitoba","2016A000246","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638543","8.5.2","1815.3","","","","1"
"2020-08","Manitoba","2016A000246","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638544","8.6.1","13348.0","","","","1"
"2020-08","Manitoba","2016A000246","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638545","8.6.2","515.1","","","","1"
"2020-08","Manitoba","2016A000246","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638546","8.7.1","579460.0","","","","1"
"2020-08","Manitoba","2016A000246","Exports","Gigajoules","Gigajoules","143","thousands","3","v107638547","8.7.2","22332.8","","","","1"
"2020-08","Saskatchewan","2016A000247","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638548","9.1.1","365003.7","","","","1"
"2020-08","Saskatchewan","2016A000247","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638549","9.1.2","14403.0","","","","1"
"2020-08","Saskatchewan","2016A000247","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638550","9.2.1","192731.0","","","","1"
"2020-08","Saskatchewan","2016A000247","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638551","9.2.2","7495.3","","","","1"
"2020-08","Saskatchewan","2016A000247","Imports","Cubic metres","Cubic metres","72","thousands","3","v110830902","9.3.1","0.0","","","","1"
"2020-08","Saskatchewan","2016A000247","Imports","Gigajoules","Gigajoules","143","thousands","3","v110830903","9.3.2","0.0","","","","1"
"2020-08","Saskatchewan","2016A000247","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638552","9.4.1","13882.0","","","","1"
"2020-08","Saskatchewan","2016A000247","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v107638553","9.4.2","556.0","","","","1"
"2020-08","Saskatchewan","2016A000247","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638554","9.5.1","344886.0","","","","1"
"2020-08","Saskatchewan","2016A000247","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638555","9.5.2","13413.0","","","","1"
"2020-08","Saskatchewan","2016A000247","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638556","9.6.1","16762.0","","","","1"
"2020-08","Saskatchewan","2016A000247","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638557","9.6.2","671.3","","","","1"
"2020-08","Saskatchewan","2016A000247","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638558","9.7.1","1558985.0","","","","1"
"2020-08","Saskatchewan","2016A000247","Exports","Gigajoules","Gigajoules","143","thousands","3","v107638559","9.7.2","64866.9","","","","1"
"2020-08","Saskatchewan","2016A000247","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107638560","9.8.1","769922.1","","","","1"
"2020-08","Saskatchewan","2016A000247","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107638561","9.8.2","29642.0","","","","1"
"2020-08","Saskatchewan","2016A000247","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638562","9.9.1","879896.1","","","","1"
"2020-08","Saskatchewan","2016A000247","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107638563","9.9.2","33876.0","","","","1"
"2020-08","Saskatchewan","2016A000247","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107638564","9.10.1","109974.0","","","","1"
"2020-08","Saskatchewan","2016A000247","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107638565","9.10.2","4234.0","","","","1"
"2020-08","Alberta","2016A000248","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638566","10.1.1","10293993.8","","","","1"
"2020-08","Alberta","2016A000248","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638567","10.1.2","406201.0","","","","1"
"2020-08","Alberta","2016A000248","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638568","10.2.1","9437368.0","","","","1"
"2020-08","Alberta","2016A000248","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638569","10.2.2","383301.0","","","","1"
"2020-08","Alberta","2016A000248","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638570","10.4.1","91433.0","","","","1"
"2020-08","Alberta","2016A000248","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v107638571","10.4.2","3599.9","","","","1"
"2020-08","Alberta","2016A000248","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638572","10.5.1","3969795.0","","","","1"
"2020-08","Alberta","2016A000248","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638573","10.5.2","159957.7","","","","1"
"2020-08","Alberta","2016A000248","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638574","10.6.1","81333.0","","","","1"
"2020-08","Alberta","2016A000248","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638575","10.6.2","3194.7","","","","1"
"2020-08","Alberta","2016A000248","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638576","10.7.1","95443.0","","","","1"
"2020-08","Alberta","2016A000248","Exports","Gigajoules","Gigajoules","143","thousands","3","v107638577","10.7.2","3874.0","","","","1"
"2020-08","Alberta","2016A000248","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107638578","10.8.1","13424849.5","","","","1"
"2020-08","Alberta","2016A000248","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107638579","10.8.2","535752.2","","","","1"
"2020-08","Alberta","2016A000248","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638580","10.9.1","14493322.8","","","","1"
"2020-08","Alberta","2016A000248","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107638581","10.9.2","578591.6","","","","1"
"2020-08","Alberta","2016A000248","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107638582","10.10.1","1068473.3","","","","1"
"2020-08","Alberta","2016A000248","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107638583","10.10.2","42839.4","","","","1"
"2020-08","British Columbia","2016A000259","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638584","11.1.1","4949091.0","","","","1"
"2020-08","British Columbia","2016A000259","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638585","11.1.2","195291.1","","","","1"
"2020-08","British Columbia","2016A000259","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638586","11.2.1","3891571.0","","","","1"
"2020-08","British Columbia","2016A000259","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638587","11.2.2","159045.9","","","","1"
"2020-08","British Columbia","2016A000259","Imports","Cubic metres","Cubic metres","72","thousands","3","v107638588","11.3.1","510.0","","","","1"
"2020-08","British Columbia","2016A000259","Imports","Gigajoules","Gigajoules","143","thousands","3","v107638589","11.3.2","20.8","","","","1"
"2020-08","British Columbia","2016A000259","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v107638590","11.4.1","58703.0","","","","1"
"2020-08","British Columbia","2016A000259","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v107638591","11.4.2","2383.6","","","","1"
"2020-08","British Columbia","2016A000259","Industrial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638592","11.5.1","350481.0","","","","1"
"2020-08","British Columbia","2016A000259","Industrial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638593","11.5.2","14295.5","","","","1"
"2020-08","British Columbia","2016A000259","Commercial consumption","Cubic metres","Cubic metres","72","thousands","3","v107638594","11.6.1","43656.0","","","","1"
"2020-08","British Columbia","2016A000259","Commercial consumption","Gigajoules","Gigajoules","143","thousands","3","v107638595","11.6.2","1772.8","","","","1"
"2020-08","British Columbia","2016A000259","Exports","Cubic metres","Cubic metres","72","thousands","3","v107638596","11.7.1","2744866.0","","","","1"
"2020-08","British Columbia","2016A000259","Exports","Gigajoules","Gigajoules","143","thousands","3","v107638597","11.7.2","108326.0","","","","1"
"2020-08","British Columbia","2016A000259","Opening inventory","Cubic metres","Cubic metres","72","thousands","3","v107638598","11.8.1","1417306.7","","","","1"
"2020-08","British Columbia","2016A000259","Opening inventory","Gigajoules","Gigajoules","143","thousands","3","v107638599","11.8.2","58166.3","","","","1"
"2020-08","British Columbia","2016A000259","Closing inventory","Cubic metres","Cubic metres","72","thousands","3","v107638600","11.9.1","1604270.4","","","","1"
"2020-08","British Columbia","2016A000259","Closing inventory","Gigajoules","Gigajoules","143","thousands","3","v107638601","11.9.2","65839.3","","","","1"
"2020-08","British Columbia","2016A000259","Inventory change","Cubic metres","Cubic metres","72","thousands","3","v107638602","11.10.1","186963.8","","","","1"
"2020-08","British Columbia","2016A000259","Inventory change","Gigajoules","Gigajoules","143","thousands","3","v107638603","11.10.2","7673.0","","","","1"
"2020-08","Northwest Territories","2016A000261","Gross withdrawals","Cubic metres","Cubic metres","72","thousands","3","v107638604","12.1.1","","x","","","1"
"2020-08","Northwest Territories","2016A000261","Gross withdrawals","Gigajoules","Gigajoules","143","thousands","3","v107638605","12.1.2","","x","","","1"
"2020-08","Northwest Territories","2016A000261","Marketable production","Cubic metres","Cubic metres","72","thousands","3","v107638606","12.2.1","32.9","","","","1"
"2020-08","Northwest Territories","2016A000261","Marketable production","Gigajoules","Gigajoules","143","thousands","3","v107638607","12.2.2","1.3","","","","1"
"2020-08","Northwest Territories","2016A000261","Residential consumption","Cubic metres","Cubic metres","72","thousands","3","v1431528921","12.4.1","14.0","","","","1"
"2020-08","Northwest Territories","2016A000261","Residential consumption","Gigajoules","Gigajoules","143","thousands","3","v1431528923","12.4.2","0.5","","","","1"
